I Corinthians 12:21
I Corinthians 12:26
I Corinthians 12:30
I Corinthians 12:4
I Corinthians 14:13
I Corinthians 14:28
I Corinthians 14:33
I Corinthians 14:37
I Corinthians 15:14
I Corinthians 15:21
I Corinthians 15:32
I Corinthians 15:42
I Corinthians 15:43
I Corinthians 15:47
I Corinthians 15:49
I Corinthians 16:19
I Corinthians 16:5
I Corinthians 16:7
I Corinthians 1:14
I Corinthians 1:29
I Corinthians 2:11
I Corinthians 3:1
I Corinthians 3:16
I Corinthians 4:3
I Corinthians 5:10
I Corinthians 5:3
I Corinthians 6:2
I Corinthians 6:20
I Corinthians 6:3
I Corinthians 7:16
I Corinthians 7:25
I Corinthians 7:37
I Corinthians 7:39
I Corinthians 7:9
I Corinthians 8:12
I Corinthians 8:4
I Corinthians 8:6
I Corinthians 9:12
I Corinthians 9:15
I Corinthians 9:16
I John 1:6
I John 2:16
I John 2:4
I John 2:5
I John 2:6
I John 2:7
I John 3:1
I John 3:10
I John 3:20
I John 3:4
I John 4:16
I John 4:17
I John 4:19
I John 4:6
I John 5:10
I John 5:19
I John 5:20
I John 5:6
I John 5:9
I Peter 2:19
I Peter 2:20
I Peter 2:21
I Peter 2:6
I Peter 3:2
I Peter 3:20
I Peter 3:22
I Peter 4:16
I Peter 4:17
I Peter 5:8
I Thessalonians 1:7
I Thessalonians 2:7
I Thessalonians 3:1
I Thessalonians 3:13
I Thessalonians 4:11
I Thessalonians 4:8
I Thessalonians 5:24
I Thessalonians 5:26
I Thessalonians 5:28
I Thessalonians 5:9
I Timothy 1:5
I Timothy 3:11
I Timothy 3:13
I Timothy 3:2
I Timothy 4:1
I Timothy 5:13
I Timothy 5:6
I Timothy 6:12
I Timothy 6:14
I Timothy 6:2
I Timothy 6:20
I Timothy 6:21
I Timothy 6:4
I Timothy 6:8
II Corinthians 10:14
II Corinthians 10:6
II Corinthians 11:5
II Corinthians 12:10
II Corinthians 12:14
II Corinthians 13:12
II Corinthians 13:13
II Corinthians 1:13
II Corinthians 1:24
II Corinthians 1:3
II Corinthians 1:6
II Corinthians 1:9
II Corinthians 2:13
II Corinthians 4:10
II Corinthians 4:2
II Corinthians 6:13
II Corinthians 6:3
II Corinthians 6:7
II Corinthians 6:9
II Corinthians 7:1
II Corinthians 8:13
II Corinthians 8:4
II Peter 1:12
II Peter 1:3
II Peter 3:16
II Peter 3:3
II Peter 3:7
II Thessalonians 2:1
II Thessalonians 2:17
II Thessalonians 2:2
II Thessalonians 3:10
II Thessalonians 3:11
II Thessalonians 3:5
II Timothy 1:17
II Timothy 2:1
II Timothy 2:13
II Timothy 2:14
II Timothy 2:19
II Timothy 2:20
II Timothy 2:4
II Timothy 3:1
II Timothy 4:1
II Timothy 4:11
II Timothy 4:15
III John 1:4
James 1:11
James 1:2
James 1:22
James 1:27
James 1:6
James 2:14
James 3:10
James 3:11
James 3:4
James 3:9
James 4:11
James 4:14
James 4:8
James 4:9
James 5:13
John 10:18
John 10:29
John 10:37
John 11:12
John 11:14
John 11:17
John 11:18
John 11:2
John 11:31
John 11:33
John 11:37
John 11:39
John 11:53
John 12:12
John 12:13
John 12:17
John 12:29
John 12:45
John 13:1
John 13:34
John 14:16
John 14:20
John 14:21
John 14:28
John 14:29
John 15:21
John 16:10
John 16:18
John 16:19
John 16:23
John 16:29
John 16:33
John 16:6
John 17:1
John 17:23
John 17:5
John 17:6
John 17:7
John 18:17
John 18:26
John 18:3
John 18:8
John 18:9
John 19:13
John 19:22
John 19:24
John 19:26
John 19:37
John 19:38
John 19:5
John 1:13
John 1:31
John 1:4
John 1:51
John 1:6
John 20:1
John 20:3
John 21:10
John 21:16
John 21:24
John 2:11
John 2:15
John 2:7
John 2:9
John 3:12
John 3:17
John 3:18
John 3:34
John 3:8
John 4:12
John 4:18
John 4:2
John 4:34
John 4:35
John 4:4
John 4:45
John 4:50
John 4:53
John 5:19
John 5:21
John 5:31
John 5:33
John 5:35
John 6:27
John 6:50
John 6:56
John 6:60
John 7:15
John 7:16
John 7:17
John 7:18
John 7:22
John 7:26
John 7:38
John 7:40
John 7:6
John 8:13
John 8:14
John 8:27
John 8:7
John 9:1
John 9:11
John 9:12
John 9:21
John 9:23
John 9:25
John 9:26
John 9:29
John 9:4
John 9:7
John 9:8
Jude 1:9
Luke 10:19
Luke 10:24
Luke 10:38
Luke 10:42
Luke 10:7
Luke 10:9
Luke 11:10
Luke 11:13
Luke 11:18
Luke 11:2
Luke 11:28
Luke 11:32
Luke 11:39
Luke 11:46
Luke 11:5
Luke 12:16
Luke 12:19
Luke 12:37
Luke 12:42
Luke 12:44
Luke 12:5
Luke 12:54
Luke 13:14
Luke 13:15
Luke 13:22
Luke 13:29
Luke 13:5
Luke 14:10
Luke 14:12
Luke 14:21
Luke 14:24
Luke 14:33
Luke 14:34
Luke 14:9
Luke 15:12
Luke 15:13
Luke 15:15
Luke 15:24
Luke 16:1
Luke 16:11
Luke 16:28
Luke 16:7
Luke 17:14
Luke 17:26
Luke 17:28
Luke 17:33
Luke 18:12
Luke 18:14
Luke 18:17
Luke 18:3
Luke 18:31
Luke 18:5
Luke 18:9
Luke 19:13
Luke 19:14
Luke 19:15
Luke 19:23
Luke 19:39
Luke 1:26
Luke 1:7
Luke 1:8
Luke 20:22
Luke 20:26
Luke 20:31
Luke 20:47
Luke 21:20
Luke 21:28
Luke 21:6
Luke 22:15
Luke 22:21
Luke 22:27
Luke 22:3
Luke 22:35
Luke 22:36
Luke 22:48
Luke 22:61
Luke 23:13
Luke 23:16
Luke 23:19
Luke 23:30
Luke 23:4
Luke 23:41
Luke 23:43
Luke 23:44
Luke 23:45
Luke 23:5
Luke 23:6
Luke 23:7
Luke 24:13
Luke 24:28
Luke 24:34
Luke 2:10
Luke 2:2
Luke 2:22
Luke 2:33
Luke 2:4
Luke 2:45
Luke 2:6
Luke 3:11
Luke 3:13
Luke 3:15
Luke 3:28
Luke 3:35
Luke 3:37
Luke 3:9
Luke 4:13
Luke 4:35
Luke 4:43
Luke 5:13
Luke 6:23
Luke 6:42
Luke 7:32
Luke 7:43
Luke 7:44
Luke 8:1
Luke 8:41
Luke 8:43
Luke 8:52
Luke 9:15
Luke 9:20
Luke 9:22
Luke 9:36
Luke 9:40
Luke 9:44
Philemon 1:1
Philemon 1:17
Philemon 1:22
Philippians 1:15
Philippians 1:20
Philippians 1:29
Philippians 2:17
Philippians 2:22
Philippians 2:28
Philippians 2:30
Philippians 2:5
Philippians 3:10
Philippians 3:6
Philippians 4:3
Philippians 4:9
Revelation of John 11:19
Revelation of John 11:7
Revelation of John 12:3
Revelation of John 13:3
Revelation of John 14:18
Revelation of John 14:6
Revelation of John 15:3
Revelation of John 15:5
Revelation of John 16:1
Revelation of John 16:15
Revelation of John 16:17
Revelation of John 16:18
Revelation of John 17:1
Revelation of John 18:13
Revelation of John 18:21
Revelation of John 18:23
Revelation of John 18:5
Revelation of John 19:10
Revelation of John 19:11
Revelation of John 19:2
Revelation of John 19:6
Revelation of John 1:10
Revelation of John 20:10
Revelation of John 20:5
Revelation of John 21:11
Revelation of John 21:15
Revelation of John 21:3
Revelation of John 21:5
Revelation of John 21:8
Revelation of John 2:10
Revelation of John 2:22
Revelation of John 2:6
Revelation of John 3:1
Revelation of John 3:17
Revelation of John 3:3
Revelation of John 3:7
Revelation of John 5:7
Revelation of John 5:8
Revelation of John 6:11
Revelation of John 6:9
Revelation of John 7:14
Revelation of John 7:17
Revelation of John 7:4
Revelation of John 9:9
Romans 10:13
Romans 10:15
Romans 11:1
Romans 11:11
Romans 11:14
Romans 11:15
Romans 11:17
Romans 11:19
Romans 11:2
Romans 12:13
Romans 12:21
Romans 12:5
Romans 12:9
Romans 13:12
Romans 13:2
Romans 13:4
Romans 14:12
Romans 14:2
Romans 14:20
Romans 14:3
Romans 14:5
Romans 14:6
Romans 15:14
Romans 15:25
Romans 15:28
Romans 15:7
Romans 15:9
Romans 16:19
Romans 16:26
Romans 16:3
Romans 16:6
Romans 16:8
Romans 1:14
Romans 1:26
Romans 1:28
Romans 1:8
Romans 1:9
Romans 2:11
Romans 2:16
Romans 2:17
Romans 2:19
Romans 2:20
Romans 2:24
Romans 2:25
Romans 2:5
Romans 2:6
Romans 2:9
Romans 3:10
Romans 3:14
Romans 3:16
Romans 3:25
Romans 3:27
Romans 4:10
Romans 4:15
Romans 4:16
Romans 4:21
Romans 4:24
Romans 5:15
Romans 5:21
Romans 6:14
Romans 6:15
Romans 6:3
Romans 6:8
Romans 7:13
Romans 7:21
Romans 7:3
Romans 7:4
Romans 8:10
Romans 8:18
Romans 8:31
Romans 9:14
Romans 9:2
Romans 9:21
Romans 9:25
Romans 9:29
Titus 1:12
Titus 1:15
Titus 1:8
Titus 2:11
Titus 2:5
Titus 3:11
